Gene,Contrast,Estimate,Pr(>|t|),FDR
CTSS,Brain - Breast,-2.045864572,0.032369565,0.539570093
GTPBP1,Brain - Breast,-3.28357585,0.032262521,0.539570093
ZC3H15,Brain - Breast,-3.202090893,0.032653229,0.539570093
ETAA1,Brain - Breast,-3.744598522,0.032604006,0.539570093
NegProbe-WTX,Brain - Breast,0.343495071,0.032330722,0.539570093
FAM156A,Brain - Breast,-3.527236146,0.032380475,0.539570093
COL1A1,Brain - Breast,-1.615327995,0.032737584,0.539717543
TP53INP1,Brain - Breast,-2.876653852,0.032819528,0.539824653
PPP1R18,Brain - Breast,-3.267372766,0.032923981,0.540300652
KIR2DS1,Brain - Breast,-3.496307778,0.033037228,0.540918465
DENND1C,Brain - Breast,-3.310376623,0.033356759,0.543661982
TRAF3,Brain - Breast,-3.420454312,0.033341381,0.543661982
EMP3,Brain - Breast,-1.753048304,0.033582784,0.544863528
SEMA3F,Brain - Breast,3.926885558,0.033565291,0.544863528
EXO1,Brain - Breast,4.210877148,0.033951991,0.544966883
MMP14,Brain - Breast,-2.575508339,0.034072113,0.544966883
ZBTB16,Brain - Breast,2.762997784,0.033804026,0.544966883
TM9SF4,Brain - Breast,-3.294376481,0.033918241,0.544966883
SAMSN1,Brain - Breast,-3.533782882,0.034044025,0.544966883
ELF3,Brain - Breast,3.28787558,0.034122315,0.544966883
USP17L15,Brain - Breast,-3.633504972,0.034120312,0.544966883
TREM2,Brain - Breast,-3.323185761,0.034504469,0.549842927
BCAM,Brain - Breast,3.262100806,0.034730099,0.549920933
TMED10,Brain - Breast,-1.616100908,0.034826171,0.549920933
CERS2,Brain - Breast,1.561388946,0.034742004,0.549920933
SAMD1,Brain - Breast,0.443492839,0.034692792,0.549920933
SOX9,Brain - Breast,3.588701687,0.034957031,0.549920933
STK17B,Brain - Breast,-2.624409843,0.034970514,0.549920933
ACLY,Brain - Breast,2.501411851,0.035107156,0.550858998
SULF1,Brain - Breast,-3.166045074,0.03534992,0.551365791
ARHGDIB,Brain - Breast,-1.347736796,0.035637746,0.551365791
ALDH6A1,Brain - Breast,3.807201982,0.036169714,0.551365791
EGR1,Brain - Breast,-1.824241887,0.03605279,0.551365791
LCK,Brain - Breast,-3.619081163,0.03597171,0.551365791
LMAN1,Brain - Breast,-2.59350727,0.035639725,0.551365791
IGSF6,Brain - Breast,-2.600494055,0.03555769,0.551365791
GLS,Brain - Breast,-3.001620566,0.036301129,0.551365791
SH3BGRL3,Brain - Breast,-1.644973028,0.03606176,0.551365791
PINK1,Brain - Breast,-3.507735422,0.036314788,0.551365791
PLPP5,Brain - Breast,-3.511333121,0.036372418,0.551365791
MFSD14A,Brain - Breast,-3.155340741,0.036013338,0.551365791
SPPL3,Brain - Breast,-3.354278702,0.035675121,0.551365791
GABPB2,Brain - Breast,4.20503636,0.035877162,0.551365791
PNRC1,Brain - Breast,-1.235252859,0.036269854,0.551365791
RHOC,Brain - Breast,2.368289166,0.035781879,0.551365791
MEGF9,Brain - Breast,-3.471509806,0.036590064,0.553492404
CST3,Brain - Breast,-0.727005689,0.03687776,0.554794176
SPOP,Brain - Breast,-3.602627892,0.036979942,0.554794176
ERAP1,Brain - Breast,-2.984101687,0.036826418,0.554794176
GP6,Brain - Breast,-3.55817104,0.037151221,0.554794176
AHCYL2,Brain - Breast,3.973850278,0.037258879,0.554794176
LMBRD1,Brain - Breast,-3.010920908,0.037296436,0.554794176
PALM2AKAP2,Brain - Breast,-3.438678068,0.037210473,0.554794176
RFTN1,Brain - Breast,-3.500418564,0.037249478,0.554794176
ITM2C,Brain - Breast,-2.217048713,0.038072067,0.555843362
EEF1B2,Brain - Breast,-1.313269465,0.038920688,0.555843362
CD53,Brain - Breast,-2.435703636,0.038775641,0.555843362
ARHGEF3,Brain - Breast,-3.157689725,0.037985073,0.555843362
PAFAH1B3,Brain - Breast,3.069253312,0.038296752,0.555843362
PRDX1,Brain - Breast,0.558538979,0.037700081,0.555843362
RELB,Brain - Breast,-3.673683177,0.038889312,0.555843362
HNRNPUL1,Brain - Breast,1.076477112,0.038735973,0.555843362
RAB11FIP5,Brain - Breast,-3.136616051,0.038656719,0.555843362
JKAMP,Brain - Breast,-3.344157583,0.038562026,0.555843362
SLC25A38,Brain - Breast,-3.443067899,0.037645317,0.555843362
SULF2,Brain - Breast,-3.104683935,0.03775779,0.555843362
TMX3,Brain - Breast,-0.419443498,0.038779261,0.555843362
PUS1,Brain - Breast,-3.286993475,0.037677511,0.555843362
PFDN5,Brain - Breast,-0.402495435,0.038350445,0.555843362
H3C4,Brain - Breast,-2.552299871,0.038109678,0.555843362
KRT7,Brain - Breast,2.944437257,0.03827586,0.555843362
S100P,Brain - Breast,-3.771651545,0.037565328,0.555843362
SHANK3,Brain - Breast,4.005726473,0.03849201,0.555843362
TENT5C,Brain - Breast,-3.463746852,0.038404791,0.555843362
MICALL2,Brain - Breast,-0.491474531,0.039022419,0.556186069
GLUL,Brain - Breast,-0.506997051,0.039840827,0.556269873
ANXA6,Brain - Breast,-3.294064279,0.039373819,0.556269873
CTSD,Brain - Breast,-0.566557918,0.039492127,0.556269873
TGM2,Brain - Breast,3.701240042,0.039364206,0.556269873
SIGMAR1,Brain - Breast,1.064111645,0.040272228,0.556269873
EHF,Brain - Breast,4.229607656,0.039604685,0.556269873
BIN2,Brain - Breast,-3.239910742,0.03965678,0.556269873
MZB1,Brain - Breast,-4.1442578,0.039964222,0.556269873
C15orf48,Brain - Breast,-0.522927357,0.040180264,0.556269873
ST6GALNAC4,Brain - Breast,-3.695406097,0.040168565,0.556269873
NDRG2,Brain - Breast,3.251552525,0.039928461,0.556269873
CIBAR1,Brain - Breast,-3.691523565,0.040257724,0.556269873
DENND3,Brain - Breast,-3.19487942,0.039525472,0.556269873
F3,Brain - Breast,3.856753981,0.040256095,0.556269873
NUDT4B,Brain - Breast,-2.80126565,0.03959725,0.556269873
AMDHD2,Brain - Breast,-3.252219857,0.039150957,0.556269873
CALM3,Brain - Breast,1.111931074,0.04067567,0.558641302
PNPLA2,Brain - Breast,1.42947771,0.040593078,0.558641302
SPPL2A,Brain - Breast,-3.230998888,0.040717889,0.558641302
SRARP,Brain - Breast,4.011321294,0.040756221,0.558641302
PPM1K,Brain - Breast,-2.875572656,0.040946061,0.559142253
C1orf174,Brain - Breast,-3.539911045,0.040949062,0.559142253
RPL36AL,Brain - Breast,-0.467842195,0.041054786,0.559518086
GNAI2,Brain - Breast,-0.460647221,0.041332977,0.561680333
VAMP1,Brain - Breast,-2.909368791,0.041370445,0.561680333
PPP1R15B,Brain - Breast,-2.571622973,0.04154754,0.563016375
CREBL2,Brain - Breast,-2.667944962,0.041848086,0.566017125
EPS8,Brain - Breast,2.691066775,0.042102807,0.568387891
SLC2A3,Brain - Breast,-2.458037362,0.042322657,0.570279869
RPSA,Brain - Breast,-0.458891486,0.042462712,0.571091556
RGL2,Brain - Breast,1.102531135,0.04262949,0.571989952
RNASE4,Brain - Breast,3.506751748,0.042689397,0.571989952
SERPINE1,Brain - Breast,-2.497421967,0.043869696,0.576157186
GSTM4,Brain - Breast,-3.382553292,0.043618655,0.576157186
MAOB,Brain - Breast,3.68804725,0.043270594,0.576157186
SCNN1A,Brain - Breast,3.857465567,0.043998908,0.576157186
IQCG,Brain - Breast,3.839825466,0.044364849,0.576157186
FAM193B,Brain - Breast,-2.935344364,0.043166197,0.576157186
IFI16,Brain - Breast,-1.488738777,0.044323201,0.576157186
PSMB9,Brain - Breast,-2.222300251,0.043512483,0.576157186
VEGFB,Brain - Breast,-2.927578309,0.043649734,0.576157186
CYTIP,Brain - Breast,-2.234082848,0.044340958,0.576157186
SRSF11,Brain - Breast,2.62835583,0.044132974,0.576157186
GZMA,Brain - Breast,-3.802059614,0.043622431,0.576157186
POLR3A,Brain - Breast,-3.353313401,0.043082935,0.576157186
MTCH1,Brain - Breast,1.423830804,0.044369337,0.576157186
RPAP3,Brain - Breast,-3.120390412,0.043735438,0.576157186
VOPP1,Brain - Breast,-2.43192525,0.043748938,0.576157186
PRR11,Brain - Breast,-3.748503813,0.044362733,0.576157186
ING4,Brain - Breast,-2.656045647,0.044572213,0.576698345
H3C8,Brain - Breast,-2.938913607,0.0445057,0.576698345
DDX19B,Brain - Breast,-3.251901629,0.045067396,0.577494091
MEF2C,Brain - Breast,-2.7801215,0.044905462,0.577494091
PRCP,Brain - Breast,-3.390802906,0.044838009,0.577494091
THRAP3,Brain - Breast,-2.816539937,0.044832723,0.577494091
TBC1D13,Brain - Breast,-3.720348194,0.045117987,0.577494091
GPRC5C,Brain - Breast,2.552010018,0.045066706,0.577494091
GDI2,Brain - Breast,-0.42479763,0.045794703,0.577891603
IL10RA,Brain - Breast,-2.675414556,0.045557822,0.577891603
EEF1A2,Brain - Breast,-4.0007327,0.045875951,0.577891603
PDGFRA,Brain - Breast,-3.611124794,0.045701189,0.577891603
CALCOCO1,Brain - Breast,-2.961616,0.045484515,0.577891603
FUCA2,Brain - Breast,-2.718153783,0.045522748,0.577891603
SP140L,Brain - Breast,-3.030960185,0.045601346,0.577891603
H2AJ,Brain - Breast,0.500078166,0.045848343,0.577891603
PLAU,Brain - Breast,-3.817494135,0.045813994,0.577891603
B4GALT1,Brain - Breast,-1.408279003,0.046635046,0.586421367
BTBD3,Brain - Breast,2.518064547,0.046818032,0.58768951
ANKRD12,Brain - Breast,-3.216585918,0.047102634,0.589925877
KLHL8,Brain - Breast,-3.866752822,0.04716109,0.589925877
IL2RG,Brain - Breast,-3.512972105,0.049226501,0.590149668
CDC42SE2,Brain - Breast,-2.407150063,0.048952896,0.590149668
TNFRSF1B,Brain - Breast,-2.174873625,0.048095333,0.590149668
TOP2A,Brain - Breast,-3.362548902,0.04861172,0.590149668
PABPC4,Brain - Breast,-0.427613592,0.047598867,0.590149668
KIAA1522,Brain - Breast,3.096832796,0.048818605,0.590149668
LY75,Brain - Breast,-3.592730954,0.047926699,0.590149668
LOXL1,Brain - Breast,-2.28078893,0.048641813,0.590149668
CDC42BPB,Brain - Breast,2.449018095,0.049247577,0.590149668
PLAAT3,Brain - Breast,3.704575647,0.048180958,0.590149668
MAT2B,Brain - Breast,-2.444610097,0.048743151,0.590149668
CHST11,Brain - Breast,-2.744594395,0.048178902,0.590149668
NANS,Brain - Breast,-3.159609478,0.048827589,0.590149668
SEC24A,Brain - Breast,-3.07186302,0.04918683,0.590149668
EFHD2,Brain - Breast,-3.092987054,0.048560723,0.590149668
SOGA1,Brain - Breast,2.968396416,0.049324296,0.590149668
TMEM41A,Brain - Breast,-3.598826893,0.048209945,0.590149668
RSPRY1,Brain - Breast,3.392345143,0.049179819,0.590149668
TMEM119,Brain - Breast,-3.485257404,0.049405961,0.590149668
ELMO2,Brain - Breast,2.79718272,0.048784689,0.590149668
SPATA24,Brain - Breast,-2.669493635,0.047887481,0.590149668
CRIP2,Brain - Breast,1.111593787,0.048356492,0.590149668
CYBRD1,Brain - Breast,-3.394296495,0.047840328,0.590149668
SHARPIN,Brain - Breast,3.238295111,0.049076678,0.590149668
CARHSP1,Brain - Breast,3.048807706,0.048809304,0.590149668
H3-4,Brain - Breast,-3.117483446,0.049261498,0.590149668
SEPHS1,Brain - Breast,2.298767879,0.047832259,0.590149668
BMERB1,Brain - Breast,-2.733347541,0.049565688,0.591070828
MARVELD1,Brain - Breast,-2.98352951,0.049656794,0.591171987
FAP,Brain - Breast,-3.428887309,0.049822574,0.592118276
BNIP3,Brain - Breast,2.987327668,0.049901792,0.592118276
DALRD3,Brain - Breast,-3.367023518,0.050050736,0.592902348
PLPBP,Brain - Breast,-3.042633386,0.050282948,0.593687278
CDCA3,Brain - Breast,3.413824804,0.050268498,0.593687278
LRRC37A2,Brain - Breast,-3.404163786,0.050870139,0.594767586
LAMA4,Brain - Breast,2.171026849,0.051258518,0.594767586
WWTR1,Brain - Breast,2.788857972,0.051033599,0.594767586
ANAPC10,Brain - Breast,-3.389621491,0.051129022,0.594767586
SORD,Brain - Breast,2.947032921,0.050498008,0.594767586
SOCS3,Brain - Breast,-2.781137195,0.05121122,0.594767586
PIP4K2A,Brain - Breast,-2.673008627,0.050543429,0.594767586
MAN1B1,Brain - Breast,-3.955423936,0.051278054,0.594767586
TXNDC5,Brain - Breast,-1.218802688,0.050788765,0.594767586
CERK,Brain - Breast,-2.767840802,0.051288833,0.594767586
FCGR2C,Brain - Breast,-1.811170656,0.051012371,0.594767586
SAMD10,Brain - Breast,-3.331144198,0.051465926,0.595855506
HK2,Brain - Breast,-2.985805915,0.055187574,0.596418632
COL5A2,Brain - Breast,-1.96283668,0.054451605,0.596418632
ITGB6,Brain - Breast,3.794295751,0.052748854,0.596418632
CALHM6,Brain - Breast,-3.47893638,0.054925544,0.596418632
SLTM,Brain - Breast,-3.041729187,0.054586039,0.596418632
NFKB2,Brain - Breast,-0.774674445,0.052213077,0.596418632
CEP57L1,Brain - Breast,-3.128525799,0.051874906,0.596418632
TMEM87A,Brain - Breast,2.356407071,0.053252247,0.596418632
LYSMD1,Brain - Breast,-3.077600414,0.052600559,0.596418632
CTAGE9,Brain - Breast,-3.202235836,0.053978096,0.596418632
HNRNPD,Brain - Breast,-0.424061026,0.053459368,0.596418632
PTPN6,Brain - Breast,-2.930380886,0.054496286,0.596418632
YWHAZ,Brain - Breast,-0.361101501,0.052374309,0.596418632
ACSL4,Brain - Breast,-2.577267005,0.052770848,0.596418632
NFATC3,Brain - Breast,-2.54899139,0.053145539,0.596418632
EIF2AK3,Brain - Breast,-3.179811159,0.055031662,0.596418632
RANBP9,Brain - Breast,1.969068129,0.055348983,0.596418632
ATP8A1,Brain - Breast,-3.389323617,0.051689493,0.596418632
NNMT,Brain - Breast,-2.392240667,0.052907534,0.596418632
ELL2,Brain - Breast,-2.394792525,0.052676512,0.596418632
BMS1,Brain - Breast,2.726702558,0.055101053,0.596418632
ZC3H13,Brain - Breast,-3.191848082,0.055172978,0.596418632
GORASP2,Brain - Breast,-2.173215883,0.053629228,0.596418632
SRRM2,Brain - Breast,0.396746924,0.054164989,0.596418632
TUBG2,Brain - Breast,-3.005840121,0.053958538,0.596418632
SAYSD1,Brain - Breast,-3.09205855,0.054024021,0.596418632
MAVS,Brain - Breast,1.961358394,0.05461559,0.596418632
KCNJ12,Brain - Breast,-2.793185177,0.052789786,0.596418632
DENND2D,Brain - Breast,-3.045553798,0.055304518,0.596418632
VPS25,Brain - Breast,-2.895698669,0.054984079,0.596418632
LMF2,Brain - Breast,-3.080193674,0.05266373,0.596418632
GNG2,Brain - Breast,-2.770417251,0.052702493,0.596418632
MOB3A,Brain - Breast,-3.00472253,0.055234748,0.596418632
TSTD2,Brain - Breast,-3.342353387,0.053781042,0.596418632
CRYZL1,Brain - Breast,3.265579118,0.054421429,0.596418632
LARP1B,Brain - Breast,-3.265282758,0.054016512,0.596418632
PRDM1,Brain - Breast,-2.882316534,0.055090211,0.596418632
TTC8,Brain - Breast,3.431526326,0.053981919,0.596418632
MBNL1,Brain - Breast,-1.682045967,0.052841907,0.596418632
SIGLEC16,Brain - Breast,1.320599054,0.054218095,0.596418632
METTL6,Brain - Breast,-3.253434267,0.054315322,0.596418632
CYRIB,Brain - Breast,-2.762045646,0.053541377,0.596418632
CD151,Brain - Breast,2.16732601,0.052670449,0.596418632
PPP2R3C,Brain - Breast,-3.096979949,0.05163842,0.596418632
RBM8A,Brain - Breast,1.353613858,0.054727854,0.596418632
ZIC1,Brain - Breast,3.279865155,0.055316591,0.596418632
DNAJC13,Brain - Breast,-2.970008169,0.055518069,0.597341029
PPIB,Brain - Breast,-0.463487997,0.057029622,0.599495723
UBL5,Brain - Breast,0.460552881,0.056293408,0.599495723
MRPS27,Brain - Breast,-2.669771453,0.057058922,0.599495723
HSD17B8,Brain - Breast,-3.525669494,0.057018487,0.599495723
TTC7A,Brain - Breast,-3.225834276,0.056427214,0.599495723
PARD6B,Brain - Breast,3.175215315,0.056124026,0.599495723
KRTAP4-7,Brain - Breast,-3.385077503,0.056478721,0.599495723
ANKRD40,Brain - Breast,-3.332503756,0.0567408,0.599495723
THEM5,Brain - Breast,0.3396811,0.056281129,0.599495723
KANK3,Brain - Breast,-0.429060876,0.05648137,0.599495723
CCDC186,Brain - Breast,-3.114359046,0.056599047,0.599495723
RPL22L1,Brain - Breast,-2.458563123,0.056828419,0.599495723
ALDH7A1,Brain - Breast,3.38126554,0.056407808,0.599495723
SPDYE16,Brain - Breast,-2.513532365,0.056933755,0.599495723
XBP1,Brain - Breast,-0.788077124,0.05659521,0.599495723
SRRD,Brain - Breast,-2.911547184,0.055890913,0.599495723
HMGN1,Brain - Breast,0.448176635,0.057250561,0.599957185
H2AC11,Brain - Breast,-1.510189716,0.057270546,0.599957185
PHF3,Brain - Breast,-3.132689597,0.05754398,0.601061576
ZNF845,Brain - Breast,-2.736207586,0.057509037,0.601061576
OBSCN,Brain - Breast,-1.03814652,0.058138076,0.601963767
ETFA,Brain - Breast,-2.605421347,0.058226739,0.601963767
PDCD6IP,Brain - Breast,-3.099587303,0.058335681,0.601963767
SEMA4A,Brain - Breast,-3.312453892,0.057998533,0.601963767
ANKRD28,Brain - Breast,-2.954691753,0.057935367,0.601963767
TBX2,Brain - Breast,3.415390647,0.058221224,0.601963767
SNX24,Brain - Breast,3.3025614,0.058387541,0.601963767
SLC40A1,Brain - Breast,-2.43032209,0.0582235,0.601963767
KHNYN,Brain - Breast,-2.838595093,0.057863475,0.601963767
SETD1A,Brain - Breast,-2.798865244,0.058547725,0.60274672
NOP58,Brain - Breast,1.772923164,0.059087835,0.60743313
ACYP2,Brain - Breast,-2.955030718,0.059203256,0.607746482
EIF4E,Brain - Breast,-2.699500493,0.059529769,0.610222776
SUPT16H,Brain - Breast,-3.068140731,0.059938405,0.6135326
CP,Brain - Breast,3.042400491,0.060235989,0.613539907
CDR2,Brain - Breast,-2.701823195,0.060051149,0.613539907
TCEA3,Brain - Breast,2.959848914,0.060537747,0.613539907
PIK3R3,Brain - Breast,2.509093417,0.060684977,0.613539907
ELMO1,Brain - Breast,-3.033560009,0.060620236,0.613539907
TMEM160,Brain - Breast,-2.463889847,0.060156623,0.613539907
ESRP2,Brain - Breast,3.065085162,0.06061339,0.613539907
H2AC7,Brain - Breast,-2.473487714,0.060710867,0.613539907
POLR2J3,Brain - Breast,-3.007090451,0.060689008,0.613539907
CYLD,Brain - Breast,-2.958214647,0.061177055,0.61737917
FOXA1,Brain - Breast,2.497914749,0.061561401,0.619510303
RFX7,Brain - Breast,-2.789505863,0.061538635,0.619510303
VPS37B,Brain - Breast,3.40051547,0.061886258,0.621904742
FAM107B,Brain - Breast,-2.821436794,0.062191767,0.624098304
SLC2A8,Brain - Breast,-3.438065538,0.062482693,0.626139588
TSPAN11,Brain - Breast,-2.565426915,0.06260529,0.626490694
SDC4,Brain - Breast,2.61347282,0.062818297,0.627744294
CIC,Brain - Breast,3.229634167,0.062971161,0.628394217
C12orf75,Brain - Breast,-3.114963964,0.064153434,0.629124052
ATP6V0C,Brain - Breast,0.479286681,0.06418736,0.629124052
TNC,Brain - Breast,-3.271953315,0.063310084,0.629124052
IRF8,Brain - Breast,-3.243208845,0.063162783,0.629124052
PBX1,Brain - Breast,2.548625599,0.063740542,0.629124052
RASSF8,Brain - Breast,2.957299421,0.064161787,0.629124052
GALNT1,Brain - Breast,-0.434507969,0.063300243,0.629124052
TM2D1,Brain - Breast,-2.559500809,0.064094437,0.629124052
SUSD3,Brain - Breast,-2.685445962,0.063437635,0.629124052
C22orf39,Brain - Breast,-2.569027084,0.063908323,0.629124052
ACOT1,Brain - Breast,-3.560908537,0.063588751,0.629124052
COL15A1,Brain - Breast,-3.398808885,0.06364546,0.629124052
SELENOO,Brain - Breast,2.212319544,0.064021952,0.629124052
EIF3E,Brain - Breast,-1.094029253,0.06465274,0.630712705
ZBTB44,Brain - Breast,-3.004915884,0.064843759,0.630712705
C19orf33,Brain - Breast,3.900022128,0.064748106,0.630712705
CTSB,Brain - Breast,-0.550411107,0.064878344,0.630712705
SELL,Brain - Breast,-3.437636395,0.064627699,0.630712705
SRGN,Brain - Breast,-1.458079825,0.064497762,0.630712705
EGR2,Brain - Breast,-3.358426799,0.065238934,0.63335763
SLU7,Brain - Breast,-2.714187568,0.065643905,0.635564462
BROX,Brain - Breast,2.676881211,0.065634495,0.635564462
OXT,Brain - Breast,-3.339980619,0.06587282,0.63691896
MAGT1,Brain - Breast,-2.583781412,0.065969154,0.636989602
GJC1,Brain - Breast,3.594235472,0.06693631,0.637071634
CASP1,Brain - Breast,-2.634956811,0.066677185,0.637071634
RNF4,Brain - Breast,-2.964883392,0.067517623,0.637071634
ECHS1,Brain - Breast,-2.634137075,0.067018122,0.637071634
MAPKAPK3,Brain - Breast,-2.832279658,0.06747853,0.637071634
TOB1,Brain - Breast,1.119216903,0.066491371,0.637071634
TUBA4A,Brain - Breast,-2.290642989,0.067580345,0.637071634
LACTB2,Brain - Breast,2.86835364,0.066660024,0.637071634
SASH3,Brain - Breast,-2.934305359,0.066135308,0.637071634
PLEKHB1,Brain - Breast,-2.949268614,0.067389914,0.637071634
PLEKHA2,Brain - Breast,-2.843110345,0.067383722,0.637071634
GZF1,Brain - Breast,-3.48827222,0.066522917,0.637071634
LENG1,Brain - Breast,0.335785135,0.067442418,0.637071634
PPP1R1B,Brain - Breast,3.116723974,0.066769751,0.637071634
PTP4A2,Brain - Breast,-0.462176717,0.066538841,0.637071634
NOPCHAP1,Brain - Breast,-2.486894874,0.066857865,0.637071634
MTURN,Brain - Breast,2.963634398,0.066538832,0.637071634
GAGE10,Brain - Breast,-3.229267439,0.067358481,0.637071634
ALDH18A1,Brain - Breast,2.784983946,0.067775279,0.637230123
CYP51A1,Brain - Breast,-2.897546633,0.067707781,0.637230123
ITGAX,Brain - Breast,-2.97585696,0.067980642,0.638322172
DYRK2,Brain - Breast,-3.144680893,0.068377518,0.639306474
LRCH1,Brain - Breast,-2.684313236,0.068238083,0.639306474
UBE2J1,Brain - Breast,-1.719394117,0.068442873,0.639306474
PRR14L,Brain - Breast,-2.912828104,0.068301582,0.639306474
MPEG1,Brain - Breast,-2.053615186,0.068625183,0.640173644
PPP2R2A,Brain - Breast,-3.201199697,0.068761524,0.640610294
TPMT,Brain - Breast,-2.936733048,0.069477955,0.640692334
CSF1,Brain - Breast,-2.806730793,0.069260413,0.640692334
